0	1
gene=bbsG_4	K00249
gene=paiA_2	K22441
gene=haeIIIM_2	K00558
gene=amiC_9	K11959
gene=rhaB_2	K00848
gene=argC_1	K00145
gene=thiQ_2	K02062
gene=pkn1_12	K13444
gene=lutC	K00782
gene=ntpD_2	K02120
protein=Ribonuclease	K07577
gene=fecB_2	K23181
gene=tktA_2	K00615
gene=fhuD_1	K25308
gene=ydgI_1	K03758
gene=rpe_2	K01783
gene=gutB_1	K00008
gene=siaT_2	K21393
gene=patB_4	K14155
gene=rimI_2	K03789
gene=virB4	K12063
gene=drrA_9	K01990
gene=cyaA_11	K01768
gene=manC1_1	K16011
gene=kpsU	K00979
protein=Putative	K00123
gene=mlaA_3	K04754
gene=nfrA_3	K11739
gene=rnk_2	K06140
gene=aroQ1_1	K03786
gene=thrS_4	K01868
gene=tkt_2	K00615
gene=yoeB	K19158
gene=hcnC	K03153
gene=pspA_3	K15634
gene=rluA_4	K06179
gene=aldY	K00128
gene=gap	K00134
gene=rpmB_2	K02902
gene=lysA_1	K01586
gene=mepA_7	K26938
gene=gsiA_12	K15583
gene=atpG	K02115
gene=nrdG	K04068
gene=ampC_1	K20320
gene=lptA	K09774
gene=narG_3	K00370
gene=aroP_2	K11734
protein=Nicotinamide-nucleotide	K00952
gene=rpoS	K03087
gene=modA	K02020
gene=chrR_3	K19784
gene=argE_2	K01438
gene=ghxP	K06901
gene=tamB_3	K09800
gene=mqsR	K13651
gene=raiA	K05809
gene=rapJ	K06368
gene=ogg	K03653
gene=tatC	K03118
gene=trpA	K01695
gene=echA8_6	K01715
gene=gmhB_2	K03273
protein=NADPH	K22770
gene=yfdH_1	K20534
gene=ydaF	K03790
gene=hypA_3	K04651
gene=bcr_5	K07552
gene=ung_1	K03648
gene=dprE1_2	K16653
gene=yecS_11	K02029
gene=dhaB_3	K01699
gene=rbsC_34	K02057
protein=Ribonuclease	K07577
gene=crp_7	K10914
gene=arsC_2	K00537
gene=sugC_2	K17325
gene=treR	K03486
gene=hokB_4	K18920
gene=mscS	K03442
gene=yejM_3	K07014
gene=nupC_2	K11535
protein=Glycine	K02168
gene=copR_4	K07665
gene=licA_1	K02759
gene=tarA	K05946
gene=tgt_2	K00773
gene=fes_1	K07214
gene=fecB_1	K23181
gene=ydeN_2	K07002
gene=thlA_2	K00626
gene=yojM_1	K04565
gene=pucB	K07141
gene=eccB1	K27085
gene=lgrD_10	K04780
gene=dsbE_2	K02199
gene=dmsB_6	K18560
gene=nhhA_2	K12690
gene=yokD_2	K00662
gene=yhdE_2	K06287
gene=pknA_5	K08884
gene=rsgA	K06949
gene=hrdB	K03086
gene=benC_1	K00326
gene=sfmC_2	K07346
gene=rep_2	K03656
gene=nusG	K02601
gene=cel1	K01179
gene=holB_1	K02341
gene=lacB	K01819
gene=sigR_2	K03088
gene=rpmD	K02907
gene=dnaE1	K02337
gene=ispD_2	K00991
gene=yifK_1	K03293
gene=yahA	K26148
gene=sugA_6	K02025
gene=hemS	K07225
gene=hpaIIM_2	K00558
gene=dacF	K01286
gene=rarA_1	K07478
gene=asnS	K01893
gene=gabP	K11735
gene=fdnH	K08349
gene=fliN_2	K02417
gene=glgM	K06338
gene=decR_2	K05800
gene=recU	K03700
protein=Putative	K00123
gene=uctC_2	K01041
protein=putative	K12425
gene=pcaH	K00449
gene=aroA1_2	K00800
gene=fadD3_2	K00666
gene=pknA_1	K12132
gene=pks5_3	K12433
gene=pheS	K01889
gene=allB_1	K01465
gene=mprB_2	K07653
gene=grpE_1	K03687
gene=rpmB	K02902
gene=prcB_1	K03433
gene=rpmE_1	K02909
gene=cobD	K02227
gene=eryG_3	K05928
protein=putative	K12425
gene=argA_2	K00619
gene=yadV_10	K07346
gene=garD_1	K01685
gene=gabR_7	K00375
gene=gspA_1	K03278
gene=yidK	K03307
gene=rnmV	K05985
gene=bfrB_2	K00522
gene=azoR2_4	K01118
gene=mqo2_2	K00116
protein=putative	K12425
gene=cpbD_1	K03933
gene=ybaQ_3	K21498
gene=mepA_3	K26937
gene=ubiD_2	K03182
gene=efp_1	K02356
gene=spoIISB	K06389
gene=fliM	K02416
gene=iutA_5	K02014
gene=yigB_2	K20862
gene=bfr_3	K03594
gene=fhlA_3	K15836
gene=pdhC_1	K00627
gene=rbsB_11	K10439
gene=davD_4	K00135
gene=mmaA4	K26592
gene=sfmF_2	K07348
gene=groS3	K04078
gene=epsF_1	K02455
gene=sbcD	K03547
gene=ctc_2	K02897
gene=mdtL_3	K08163
gene=tuf1_1	K02358
gene=nrdF2_2	K00526
gene=exsA_3	K20968
gene=pgm_2	K01835
gene=pscE	K04050
gene=msrAB_2	K12267
gene=bdhA_2	K00019
gene=argF_3	K00611
gene=dapB_2	K00215
gene=vgrG1_15	K11904
gene=gsiC_6	K02033
gene=prdF	K12658
gene=lptE	K03643
gene=pstP_5	K20074
gene=dinI_3	K12149
gene=emrK_3	K03543
gene=nqrB	K00347
gene=aseR	K03892
gene=betL_2	K03451
gene=aruI_3	K01652
gene=sthA	K00322
gene=araC_4	K13875
gene=priA_4	K01814
gene=end	K01151
gene=grxC	K03676
gene=arcR	K21828
gene=sphR_2	K07657
gene=dmdA_2	K01681
gene=yrrB_7	K09667
gene=citN_7	K03300
gene=motB_2	K11892
gene=sir_3	K00381
gene=dcd	K01494
gene=prkC_6	K06228
gene=glpR	K03436
protein=putative	K12425
gene=fumC_1	K01679
gene=nopX_2	K18376
gene=citN_3	K03300
gene=gatA_2	K01426
gene=scoB	K01029
gene=msmE_11	K10117
gene=bglA_1	K01223
gene=gabR	K00375
gene=lpp_1	K06078
gene=ytrB_5	K01990
protein=putative	K12425
gene=acn_2	K01681
gene=htrA_4	K04771
gene=scrK_1	K23147
gene=hyfA_1	K05796
gene=ydhC	K07552
gene=pbpH_5	K12553
gene=dnaA	K02313
gene=prmC_3	K02493
gene=drrA_16	K01990
gene=irtA_5	K14698
gene=pntAA_1	K00324
gene=rsbU	K07315
gene=sugC_4	K10112
gene=btuC	K06073
gene=manX_6	K02793
gene=btuE_1	K00432
gene=glpX	K02446
gene=yveL_1	K00903
gene=nfsB	K10679
gene=ytfQ_1	K10439
gene=bglA	K05350
gene=glmU_2	K07141
gene=paaB	K02610
gene=qseC	K07645
gene=dapA_5	K01714
gene=pknK	K03556
gene=pdxA2_3	K00097
gene=xpkA_5	K01621
gene=yfcS	K12519
gene=coaX_2	K03525
gene=sdhE_1	K00241
gene=proA_4	K00147
gene=nagB_4	K02564
gene=galR	K02529
gene=ybdH	K08317
gene=cydA_2	K00425
gene=tauR_1	K00375
gene=mcpP	K03406
gene=cspLA_4	K03704
gene=ptsI	K08483
protein=putative	K12425
gene=gmuD	K01223
gene=yicJ_5	K03292
gene=clsB_1	K06131
gene=ugpB_2	K02027
gene=cyoC	K02276
gene=pdhC_6	K00627
gene=tld_1	K15856
gene=ntpJ_3	K24976
gene=fhuF_1	K13255
gene=rcsB_4	K07687
gene=ribD	K11752
gene=amyS_2	K01176
gene=glnB_4	K02590
gene=desA	K21734
gene=phhB	K01724
gene=lvr_4	K00059
gene=ydaF_12	K03817
gene=ltxB_4	K12541
gene=thiN	K00949
gene=cheY_7	K03413
gene=entF	K02364
gene=queF_1	K06879
gene=gcvH	K02437
gene=trpD_2	K00766
gene=mutT1	K23258
gene=corA	K03284
gene=nagA_1	K01443
gene=gpmA_6	K01834
gene=octT	K22797
gene=bcrC_7	K19302
gene=ptpA	K25307
gene=waaA	K02527
gene=natA_4	K01990
gene=fimC_3	K07346
gene=clcD	K01061
gene=ask	K00928
gene=dgdA	K00827
gene=glnD	K00990
gene=ligA_1	K01972
gene=napA_3	K26730
gene=spkB_6	K08884
gene=tarF_2	K21591
gene=frzE_2	K13490
gene=bamB	K17713
gene=hyfR_1	K10941
gene=pdaC	K01452
gene=sigH	K03088
gene=higA	K18831
gene=acpS_1	K00997
gene=cobU_2	K02231
gene=yfmO_2	K08221
gene=chbR_2	K03490
gene=gcvT_2	K00605
gene=yitD_1	K08097
gene=ftsW_5	K03588
gene=asnA	K01914
gene=sat_3	K00958
gene=fucU	K02431
gene=clfB	K14192
gene=tamB	K09800
gene=yndE_15	K06296
gene=mtnA_3	K03680
gene=pucI_1	K03457
gene=bphD	K06889
gene=mmpL1_2	K07003
gene=mntH_1	K03322
gene=mrdB	K05837
gene=ulaE_1	K03079
gene=cobT_2	K00768
gene=iolI_3	K06606
gene=gpr_6	K19265
gene=phnC_1	K02041
gene=yusV_4	K25130
gene=preA_2	K17723
gene=folE_1	K01495
gene=gor	K00383
gene=gsiC_10	K02033
gene=nikA_1	K15584
gene=xynB_2	K01198
gene=spkA_3	K04417
gene=mcpQ_22	K03406
gene=vatD	K24872
gene=carD_1	K07736
gene=ureC_2	K01428
gene=fcuA_3	K02014
gene=cheB1	K03412
gene=griI	K11645
gene=nuoI_2	K00338
gene=fruA_2	K02770
gene=grxD	K07390
gene=rplF_2	K02933
gene=mnaA	K01791
gene=rocE	K02205
gene=egtA	K01919
gene=citG	K13930
gene=gerM	K06298
gene=metI_3	K02072
gene=gltB_1	K00265
gene=pnuC_1	K03811
gene=arfA_1	K16191
gene=aceF_3	K00627
gene=bioD1_1	K01935
gene=thyA1	K00560
gene=nuc	K01174
gene=fldB	K03840
gene=rocC_1	K02205
gene=dapF	K01778
gene=anr_3	K21563
gene=fis_1	K03557
gene=acoB	K00162
gene=cinA_1	K03742
gene=fumA_2	K01676
gene=thrS_1	K01868
gene=gcvA_13	K03566
gene=mngA_1	K11200
gene=yscF	K03221
gene=rutC_1	K09021
gene=mdtM	K23241
gene=arcA	K01476
gene=rplA_2	K02863
gene=dinB_1	K02346
protein=Amidase	K02433
gene=cobT	K09883
gene=merC	K19058
gene=ccmK1_1	K08696
gene=fhaB_2	K03832
gene=prpD	K01720
gene=panF_2	K14392
gene=hupA_1	K03530
gene=dacC_2	K01286
gene=isdF	K25114
gene=bauC	K00140
gene=tus_2	K10748
gene=nylA_4	K01426
gene=lptB_10	K01995
gene=gcvH_3	K02437
gene=podJ_2	K25885
gene=lhpD	K13609
gene=ydcV_5	K11070
gene=kup_1	K03549
gene=fitB_2	K07062
protein=Putative	K00123
gene=fixP_2	K00406
gene=pnuC	K03811
gene=opuE_2	K03307
gene=zwf2_4	K00036
gene=pglF_3	K24300
gene=torS_2	K07647
gene=drrA_19	K25144
gene=narS_3	K02480
gene=ves_2	K09975
gene=phoR_2	K07636
gene=psiE_2	K13256
gene=def1	K01462
gene=ugpC_14	K10112
gene=nagL	K01800
gene=waaA_1	K02527
gene=exbD_5	K03559
protein=Multidrug	K18895
gene=thiS	K03154
gene=msuD	K04091
gene=efeB_2	K16301
gene=nrdB_3	K00526
gene=ubiE_1	K03183
gene=phy	K01083
gene=gltC_20	K17737
gene=ecfT	K16785
gene=pstS1_2	K02040
gene=ypmQ	K07152
gene=pgl_5	K07404
gene=hdl	K01560
gene=ulaB_2	K02822
gene=punA	K03783
gene=rplO	K02876
gene=rsfS	K09710
gene=frmA_3	K00121
gene=rstA_1	K18073
gene=citA	K01647
gene=fsaA	K08313
gene=potF	K02055
gene=cbiC_1	K06042
gene=cut3_4	K08095
gene=sbnA_2	K21949
gene=dps_2	K04047
gene=ykoE_3	K16925
gene=rsbRA_2	K17763
gene=trmO_3	K22900
gene=atoA_2	K01035
gene=sbp_4	K23163
gene=helY_1	K12598
gene=sseC	K15345
gene=lyx_4	K00880
protein=Glucan	K01176
protein=putative	K12425
gene=flgN	K02399
gene=arfC	K16193
gene=xynC_4	K15924
gene=apbE_1	K03734
gene=mtrA_2	K07670
gene=tdcG_2	K01752
gene=fsr	K08223
gene=fecI_16	K23514
gene=arsC_6	K00537
gene=neuA_2	K00983
gene=dnaD_1	K02086
gene=ytpA_1	K01048
protein=Type	K17811
gene=hns_3	K03746
gene=mrdA_1	K05515
gene=ycjU_1	K01838
gene=dasR_4	K24967
gene=aroA_1	K00800
gene=sorB_5	K02745
gene=cbdB	K05550
gene=dmdA_1	K01703
gene=rfbG_3	K01709
gene=dhaAF	K01563
gene=gluD_1	K00261
gene=rbsK_3	K00852
gene=gltK_1	K10002
gene=tmk_4	K00939
gene=yjiY_2	K23676
gene=hypD_1	K04654
gene=btr	K07506
gene=glpE_4	K02439
protein=5-formyltetrahydrofolate	K01934
gene=fldZ_1	K10797
gene=ktrA_3	K03499
gene=mukF	K03633
gene=mmgC_2	K00253
gene=drrA_8	K01990
gene=obg	K03979
gene=sapF	K19230
gene=cfiB	K01958
gene=lacI_2	K27069
gene=mglB_1	K10540
gene=pgpA	K01095
gene=soxS_3	K07506
gene=tusA_1	K04085
gene=phnL_2	K05780
gene=tauB_1	K10831
gene=atoA	K01035
gene=mhpB	K05713
gene=purT_2	K08289
gene=ogt_2	K00567
gene=mtlR	K02562
gene=ppgK_2	K00886
gene=sigF_10	K03090
gene=glmS_2	K00820
gene=arnB_2	K07806
gene=glgP_1	K00688
gene=lysP_2	K11733
protein=Adenine	K01488
gene=adrA_3	K18968
gene=traG	K12090
gene=cdhR_18	K13633
gene=spmA_2	K06373
gene=drrA_12	K19340
gene=dapL_2	K10206
gene=lip_1	K01046
gene=dpgA	K00660
gene=thrS_2	K01868
gene=ctpV_3	K17686
gene=rpmC_2	K02904
gene=ynfF_1	K07310
gene=phnP_1	K06167
gene=djlA	K05801
gene=psaA	K09815
gene=hynB1	K23548
gene=lhgO_3	K00111
gene=cobJ	K05934
gene=ompG	K14053
gene=phoA	K01077
gene=yknY_7	K09810
gene=hbd_2	K15016
gene=ygfA_1	K01934
gene=algA_2	K16011
gene=kdgK_5	K00874
gene=pucI	K03457
gene=acs_2	K01895
gene=quiP	K01434
gene=ptlI_1	K15001
gene=msrB_1	K07305
gene=opuE_1	K03307
gene=cfa_2	K00574
gene=map_1	K01265
gene=curA	K23256
gene=ybhL_3	K06890
gene=fosB_2	K05606
gene=lnpD_3	K01784
gene=nudF_2	K01515
gene=lrp_14	K03719
gene=paaH	K00074
gene=fdhE_2	K02380
gene=gloC	K01069
gene=ygbT	K15342
gene=yfiC_2	K15460
gene=nodM_2	K00820
gene=azoR2_1	K01118
gene=allC	K02083
gene=hxcR_2	K02652
gene=wecC_4	K02472
gene=mvaS	K01641
gene=poxB_1	K00156
gene=yhjH	K21086
gene=recO	K03584
gene=ulaC_5	K02821
gene=speE_7	K00797
gene=mtnD	K08967
gene=potA_18	K02052
gene=yvgN_2	K23257
protein=Secreted	K04093
gene=arnE_3	K08978
gene=artQ_4	K02029
gene=ureB_3	K01429
gene=uspA	K06149
gene=mutA	K01847
gene=rmlC	K01790
gene=ompN_1	K14062
gene=crtP	K10210
gene=crcB	K06199
protein=Aspartate	K00928
gene=yfcG_5	K11209
gene=topA	K03168
gene=hpaB_1	K00483
gene=minE	K03608
gene=cpbD_2	K03933
gene=mdlD_1	K00128
gene=soxD_4	K00304
gene=cstA	K06200
gene=fni_1	K01823
gene=lukEv	K11038
gene=bglB_4	K05349
gene=ada_1	K00567
gene=fdnG_2	K08348
gene=yphA_3	K15977
protein=Cytochrome	K17483
gene=arcC1_3	K00926
gene=relB_2	K18918
gene=acuR_1	K16137
gene=ccmB_2	K02194
protein=Putative	K00123
gene=narW	K00373
gene=hemH1_2	K01772
gene=rpsH_1	K02994
gene=desR_8	K02479
gene=pyrE	K00762
gene=thiM_2	K00878
gene=selA	K01042
gene=prfB_1	K02839
gene=dapL	K14267
gene=mgl_2	K01740
gene=pldB	K01048
gene=ktrB_3	K03498
gene=cbxSC	K01602
gene=rpsP_1	K02959
gene=yqaB	K17623
gene=ilvI_7	K01652
gene=nuoL_1	K00341
gene=pgk_2	K00927
gene=rph_2	K12589
gene=clpC_4	K03696
gene=amyS	K01176
gene=bchI_2	K03405
gene=fprB_1	K18914
protein=Acyl-CoA	K00249
gene=malG_3	K15772
gene=thiQ_1	K05833
gene=bglH	K01223
gene=rluD_1	K06180
protein=putative	K12425
gene=cvaA_3	K13408
gene=ddpC	K02034
gene=mntA	K02077
gene=ubiG	K00568
gene=efeU_3	K07243
gene=spuE_1	K11073
gene=fadA	K00626
gene=lpxE_1	K12977
gene=fliY_5	K02030
gene=ntdA	K18653
gene=glpD2	K00111
gene=gluQ	K01894
gene=wbgU_3	K22925
gene=setC_2	K03291
gene=hemN_2	K02495
gene=cbbL	K01601
gene=hiuH_4	K07127
gene=plsC_6	K00655
gene=murJ_4	K03328
gene=adk_2	K00939
gene=polX_1	K02347
protein=Epimerase	K07071
gene=prs2	K00948
gene=queD	K01737
gene=ulaG_2	K03476
gene=rtcB	K18148
gene=sdaC_2	K03837
gene=prfA_1	K02839
gene=dnaK_2	K04043
gene=lcfB_17	K00666
gene=lacZ_2	K01190
gene=garP_2	K12299
gene=fcuA_5	K02014
gene=yqcG_2	K21491
gene=fdhA_1	K18369
gene=phnJ	K06163
gene=xdhA_2	K13482
gene=gpsA_2	K00057
gene=ptsP	K08484
gene=zwf_1	K00036
gene=cstA_1	K06200
gene=aftC	K16647
gene=nqo2_2	K00334
gene=gsiB_11	K02035
gene=glnQ_11	K09972
gene=proV_1	K02000
gene=gpgP_2	K22306
gene=nmtR_1	K21903
gene=yedP	K07026
gene=xcpW_1	K02459
gene=opuCA_4	K05847
gene=yqjF	K15977
gene=yiaM	K21394
gene=sufB_1	K09015
gene=pdxA2	K22024
gene=exo	K12373
gene=psbO	K02716
gene=cydA_1	K00425
gene=cpdB_2	K01119
gene=thiT	K16789
gene=hcnB_5	K22549
gene=moaA1_1	K06937
gene=potB_4	K02053
gene=cooS1_1	K00198
gene=bfr_2	K03594
protein=Putative	K00123
gene=luxQ_5	K11527
gene=gmuA_2	K02759
protein=Putative	K00123
gene=tenA_2	K03707
gene=dhfrI	K18589
gene=soxG_2	K22087
gene=lnt_2	K03820
gene=nrdE_2	K00525
gene=mlaD	K02067
gene=gatC_5	K02775
protein=putative	K12425
gene=arsB_4	K03893
gene=dsrE	K07235
protein=3',5'-nucleoside	K07053
gene=ccoP1_2	K00406
gene=per	K13010
gene=artP	K10000
gene=folE2	K09007
gene=ppiA_3	K03768
gene=polB	K02336
gene=lplJ_2	K03800
gene=argJ_2	K00620
gene=mtrB_1	K07654
gene=gatZ	K16371
gene=cutL_1	K03520
gene=osmW_1	K05846
gene=tama	K07278
gene=casE	K19126
gene=ftsK	K03466
gene=garD	K26399
gene=nrdF2_1	K00526
protein=Thioredoxin	K03671
gene=ptsN_2	K02806
gene=uspA_3	K06149
gene=artJ_4	K02030
gene=occM_6	K23062
gene=aglB	K01232
gene=tktB	K00615
gene=esxS	K14956
gene=yihX	K01560
gene=mnmC_2	K15461
gene=sdgC_1	K09461
protein=4-hydroxy-2-oxovalerate	K01666
gene=aceE_3	K00163
gene=levD_4	K02793
gene=fadA_2	K00626
gene=rbsC_36	K10553
gene=moeB_4	K21029
gene=fecA_1	K16091
gene=slt_5	K08309
gene=yecS_8	K02029
gene=cckA	K13587
gene=glnA	K01915
gene=guaA_3	K01951
gene=qacC_2	K03297
gene=mymT	K21609
gene=pikAII_5	K12436
gene=ubiC_1	K03181
gene=adhc1_1	K13979
gene=hisS_3	K01892
gene=bepD	K03585
gene=ybiH_1	K23777
gene=whiB7	K18958
gene=grxD_2	K07390
gene=dhaD	K00005
gene=rstA	K07661
gene=oprM_9	K07796
gene=cpdA	K07098
gene=gyrA_2	K02469
gene=pbpX_8	K12556
gene=wecB	K01791
gene=argC	K00145
gene=yidK_3	K03307
gene=galE	K01784
gene=drrA_4	K25144
gene=acrF	K18138
gene=lmrA_1	K18104
gene=folK	K00950
gene=cobM	K05936
gene=macB_12	K02004
gene=rplJ	K02864
gene=map-1_2	K01265
gene=rpiA	K01807
gene=gntR	K06145
gene=mptA	K14337
gene=gapB_2	K00134
gene=ygcS_1	K08368
gene=ydcV_9	K11074
gene=otsA_2	K00697
gene=ureA1	K01430
protein=Thermophilic	K01177
gene=soxG	K00305
gene=recR	K06187
gene=fklB_2	K03773
protein=putative	K12425
gene=carE_4	K03522
gene=espG1_1	K27091
gene=lpxM_2	K02560
gene=tcrA_3	K11330
gene=ssuB_3	K02049
gene=dusA	K05539
gene=spuD_1	K11073
gene=pleC_2	K07716
gene=mngB_1	K15524
gene=gpsA_1	K00057
protein=STAS-domain	K20978
gene=Vejahgd	K07248
gene=pcyA	K05371
gene=gmuA	K02759
gene=prsE_2	K12537
gene=mppA_3	K15580
gene=cmpB_2	K02050
protein=Phosphoserine	K01079
gene=mro_2	K01785
gene=flgE_1	K02390
gene=cdd	K01489
protein=Cyclo(L-tyrosyl-L-tyrosyl)	K17484
gene=hisZ_2	K02502
gene=sigK_2	K03091
gene=phr	K01669
gene=rlmM	K06968
gene=potF_2	K11073
gene=lldD_1	K00101
gene=ypcP_2	K23786
gene=narZ_1	K07306
gene=etfA_4	K03522
gene=nirC	K02598
gene=udk	K00876
gene=fepG_1	K23187
gene=purM_1	K01933
gene=sasP-C_1	K06418
protein=2-oxoisovalerate	K00166
gene=yehU_14	K25212
gene=hflX_1	K03665
gene=ydcU	K02054
gene=ulaF_1	K03077
gene=lacR_3	K02530
gene=opuCD_1	K05846
gene=ycjP_2	K02026
protein=putative	K12425
gene=potB_6	K11071
gene=occP_4	K17063
gene=mdtA	K18306
gene=rutB_6	K09020
gene=dcsD	K01738
gene=yejB_1	K13894
gene=hemY_2	K00231
gene=murE	K01928
gene=blc_5	K03098
gene=lacF_6	K10118
gene=esxR_2	K14956
gene=isfD_1	K07124
protein=Trans,polycis-polyprenyl	K00806
gene=ahpF	K03387
gene=uspC	K14064
gene=lolC	K02004
gene=hisH_3	K01951
gene=dmdC_5	K20035
gene=rsmG_1	K03501
gene=ku	K10979
protein=putative	K12425
gene=fdhF	K00123
gene=uraA_1	K02824
gene=dgoD_2	K01684
gene=potH_7	K11071
gene=rhmT_2	K08192
gene=MgdE	K20024
gene=ksgA_2	K02528
gene=mtlK	K00045
protein=Putative	K00123
gene=sbp_3	K23163
gene=tnrA_2	K23776
gene=speE	K00797
gene=hisF_3	K02500
gene=whiA	K09762
gene=ftn	K02217
gene=nrdR	K07738
gene=ino1_1	K01858
gene=madC	K13932
gene=gltA1_1	K01647
gene=isdH	K25121
gene=ccmH_2	K02200
gene=adhB_1	K13954
gene=clgR_1	K27043
gene=yliE_2	K26148
gene=queD_2	K01737
gene=paaK_2	K01912
gene=crtK-2	K05770
gene=ruvB_1	K03551
gene=gadA	K01580
gene=lplD	K22933
gene=glgA1	K00703
gene=wfgD_2	K12997
gene=eda_3	K01625
gene=hcaR_4	K05817
gene=epsH_5	K22708
protein=Outer	K06142
gene=ku_8	K10979
protein=putative	K12425
gene=dinJ_3	K07473
gene=nuoE_2	K00334
gene=cobH_2	K06042
gene=lpxT	K19803
gene=lrp_10	K03719
protein=Putative	K00123
gene=eutB_2	K03735
gene=occQ_1	K10020
gene=licC_8	K02788
gene=fumB	K01676
gene=comR_1	K22041
gene=aceF	K00627
gene=gspF_1	K02455
gene=ghoS	K18840
gene=dctD_2	K10126
gene=malK_12	K10191
gene=kdgK_2	K21621
gene=baeE	K15329
gene=cutD_1	K04069
gene=xerC_2	K03733
gene=gabT_1	K07250
gene=spoIIAA	K06378
protein=Putative	K00123
gene=aceA	K01637
gene=yknY_3	K02003
gene=prmC_1	K02493
gene=fliJ	K02413
gene=epsL_2	K16566
gene=ydcV_6	K02053
gene=aofH_3	K00274
protein=Ribonuclease	K07577
gene=cheD_2	K03411
gene=fhuA_14	K02014
gene=fabG2_5	K00059
gene=radD	K01153
gene=pucF	K02083
gene=birA	K03524
gene=nupC_3	K11535
gene=lptB_25	K01995
gene=serB1_3	K15781
gene=glpQ_3	K01126
gene=mreC_1	K03570
gene=yadV_12	K15540
gene=wbiB_2	K17947
gene=metE	K00549
protein=Beta-galactosidase	K01190
gene=nuoB	K00331
gene=nepI_3	K03445
gene=outO	K02654
gene=ydaE	K09988
gene=tcrY_7	K02484
gene=cpcD	K02287
gene=rbsK_2	K00852
gene=acnD	K20455
gene=ybhF_4	K01990
gene=fabG_1	K00059
protein=putative	K12425
gene=garR_1	K00020
gene=cysD_2	K00957
gene=hcr_1	K11933
gene=pkn1_4	K13444
gene=proA	K00147
gene=qcrB	K03891
gene=cdaA_1	K18672
gene=hyaE	K03619
gene=map_3	K01265
gene=cobQ	K02232
gene=nrdE_1	K00525
gene=yecS_3	K23063
gene=ddl_2	K01921
gene=serB2_2	K01079
protein=2-keto-3-deoxy-L-fuconate	K18335
gene=citN_6	K03300
gene=barA_6	K20972
gene=mccB_2	K17217
protein=Cyclomaltodextrinase	K01208
gene=cobS_3	K09882
gene=cphB_1	K13282
gene=yfiN	K21021
gene=yceD_2	K05795
protein=putative	K12425
gene=abo_3	K17509
gene=yxeO_1	K16963
gene=ctpA_4	K17686
gene=pstP_1	K11915
protein=4-hydroxymandelate	K00457
gene=pta_2	K00634
gene=nadR_1	K06211
gene=ilvB_1	K01652
gene=mqo_1	K00116
gene=argD_3	K00821
gene=thrH	K02203
gene=cynT_2	K01673
gene=cfiB_3	K01958
gene=yjfF	K23509
gene=copB_2	K01533
gene=gpsA	K00057
gene=cusA_3	K07787
gene=ygeX	K01751
gene=vdcC	K25518
gene=prfA_3	K02835
protein=Omega-amino	K00822
gene=treS_3	K05343
gene=clcA_1	K03281
gene=pntA_1	K00324
gene=pkn6_5	K13429
gene=gsiA	K15583
gene=nrdE	K00525
gene=dhaK_3	K05878
gene=prsE	K12537
gene=clpX	K03544
gene=acrZ	K25859
gene=catC	K03464
gene=ariR	K21976
gene=flgC_2	K02388
gene=ugpC_7	K10112
gene=atoE	K02106
gene=pduC	K01699
gene=yknY_1	K02003
gene=betT2_1	K02168
gene=gsiA_10	K02031
gene=asnB_3	K01953
gene=galK	K00849
gene=copA_8	K17686
gene=lukDv	K11038
gene=hscC_1	K04045
gene=ygaZ_3	K26605
gene=rlmJ	K07115
gene=knt_2	K17882
gene=yiaO	K21395
gene=psuT_2	K03317
gene=LRA5_3	K21883
gene=pdg_2	K10773
gene=mhqA_4	K15975
gene=epsI	K19426
gene=nhaA	K03313
gene=ftsA	K03590
gene=flgH	K02393
gene=bla	K18698
gene=exbB_3	K03561
gene=ybiO_2	K22044
gene=aroD_1	K03785
gene=bdcA_2	K00059
gene=rpsQ_2	K02961
gene=cpdA_6	K03651
gene=hrtA_3	K02003
gene=mexB	K18138
gene=fbaB	K11645
gene=cytR_4	K02529
gene=htrE_3	K07347
gene=wecE	K02805
gene=ytpA_2	K01048
gene=ttuD	K11529
gene=scpB	K06024
gene=cyoC_2	K02299
gene=corC	K03699
gene=sufB	K09014
gene=bceB_5	K11632
gene=misCA	K03217
gene=comEC_1	K02238
gene=opuAB_3	K02001
gene=rnpA	K03536
gene=ybhF_3	K01990
gene=bglH_8	K01223
gene=nrfA_2	K03385
gene=asnS_2	K01893
gene=ureB	K01429
gene=gatA_4	K02433
gene=mobA_2	K03752
gene=ptsH_3	K02784
gene=czcA_9	K15726
gene=exbD_1	K03559
gene=folP1	K13941
gene=gntU	K06156
gene=bglC_4	K01223
gene=acnM_2	K20455
gene=slt	K08309
protein=putative	K12425
gene=ugpQ_2	K01126
gene=nhaR_2	K03717
gene=drrA	K01990
gene=argK_1	K07588
gene=purH_1	K00602
gene=dadA_1	K00285
gene=appB_2	K00426
gene=pabB	K01665
gene=curA_2	K23256
gene=mdlD_2	K25072
gene=cfiA_2	K23351
gene=loxA	K15718
gene=acpP	K02078
gene=aroH	K01626
gene=araB_1	K22217
gene=carE_1	K26114
gene=spo0M	K06377
gene=mgsA	K01734
gene=cysK1	K01738
gene=rfbB	K01710
gene=bglC	K01223
gene=pbpC	K05367
gene=trmL_1	K03216
gene=ugpC_2	K10112
gene=lpxE_2	K23159
gene=oppB_3	K02033
gene=mqo_3	K00116
gene=tcyK	K16957
gene=hepA	K11085
