ID,Description,GeneRatio,BgRatio,pvalue,p.adjust,qvalue,geneID,Count,type
GO:0009242,colanic acid biosynthetic process,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=manA/gene=lacA,2,biological_process
GO:0015594,ABC-type putrescine transporter activity,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=potA/gene=potA_1,2,molecular_function
GO:0035438,cyclic-di-GMP binding,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=acsAB/gene=bcsA,2,molecular_function
GO:0042777,proton motive force-driven plasma membrane ATP synthesis,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=atpG/gene=atpE_1,2,biological_process
GO:0043433,negative regulation of DNA-binding transcription factor activity,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=srrA_1/gene=walK_1,2,biological_process
GO:0043590,bacterial nucleoid,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=spo0C/gene=ybaB,2,cellular_component
GO:0047456,2-methylisocitrate dehydratase activity,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=acnB/gene=acnA,2,molecular_function
GO:0048870,cell motility,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=plaP/gene=yhdG_3,2,biological_process
GO:0071470,cellular response to osmotic stress,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=ykuT/gene=rcsC,2,biological_process
GO:1901605,alpha-amino acid metabolic process,2/2521,17/26361,0.493470580515885,0.9765348308666859,0.9504491345118772,gene=norG_6/gene=norG_2,2,biological_process
GO:0043531,ADP binding,4/2521,38/26361,0.49881934641999104,0.9765348308666859,0.9504491345118772,gene=atpA_1/gene=afsR_10/gene=embR/gene=dbpA_1,4,molecular_function
GO:0031460,glycine betaine transport,6/2521,59/26361,0.500877157550177,0.9765348308666859,0.9504491345118772,gene=opuBA_1/gene=opuCA_1/gene=osmV_2/gene=opuAA/gene=osmV/gene=opuCA_2,6,biological_process
GO:0003824,catalytic activity,8/2521,80/26361,0.502179610321095,0.9765348308666859,0.9504491345118772,gene=mbtB_2/gene=desV/gene=cobQ/gene=dxs_2/gene=gatZ_2/gene=bbsF/gene=queE_1/gene=dhbF_6,8,molecular_function
GO:0006007,glucose catabolic process,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=fdhF_4/gene=gpmI_2/gene=agp,3,biological_process
GO:0006166,purine ribonucleoside salvage,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=apt/gene=gsk_2/gene=tilS_3,3,biological_process
GO:0006537,glutamate biosynthetic process,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=gdhA_1/gene=rocA/gene=gdh,3,biological_process
GO:0015232,heme transmembrane transporter activity,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=ccmF_3/gene=ccmC_1/gene=ccmB,3,molecular_function
GO:0015276,ligand-gated ion channel activity,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=fliY_1/gene=glnH/gene=fliY_2,3,molecular_function
GO:0030163,protein catabolic process,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=hhoA/gene=ftsH_1/gene=ftsH,3,biological_process
GO:0042744,hydrogen peroxide catabolic process,3/2521,28/26361,0.5093856470519951,0.9765348308666859,0.9504491345118772,gene=katG/gene=katA/gene=katG2,3,biological_process
GO:0006212,uracil catabolic process,4/2521,39/26361,0.519758963496046,0.9765348308666859,0.9504491345118772,gene=rutB/gene=rutA/gene=rutC_1/gene=rutF,4,biological_process
GO:0008170,N-methyltransferase activity,4/2521,39/26361,0.519758963496046,0.9765348308666859,0.9504491345118772,gene=yhdJ/gene=rsrIM_2/gene=hsdM_1/gene=bcgIA,4,molecular_function
GO:0042952,beta-ketoadipate pathway,4/2521,39/26361,0.519758963496046,0.9765348308666859,0.9504491345118772,gene=pcaF/gene=catC/gene=pcaF_3/gene=pcaJ,4,biological_process
GO:0070006,metalloaminopeptidase activity,4/2521,39/26361,0.519758963496046,0.9765348308666859,0.9504491345118772,gene=mapB/gene=map/gene=map_2/gene=pepA_1,4,molecular_function
GO:0006835,dicarboxylic acid transport,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=dctA_1/gene=dctA2,2,biological_process
GO:0008253,5'-nucleotidase activity,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=yfkN/gene=surE,2,molecular_function
GO:0008761,UDP-N-acetylglucosamine 2-epimerase activity,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=wecB/gene=mnaA_1,2,molecular_function
GO:0010133,proline catabolic process to glutamate,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=rocA/gene=putB,2,biological_process
GO:0015081,sodium ion transmembrane transporter activity,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=panF/gene=nhaA_1,2,molecular_function
GO:0043952,protein transport by the Sec complex,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=secY/gene=mdtF,2,biological_process
GO:0045151,acetoin biosynthetic process,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=aldC/gene=alsS,2,biological_process
GO:1900233,positive regulation of single-species biofilm formation on inanimate substrate,2/2521,18/26361,0.524612341016174,0.9765348308666859,0.9504491345118772,gene=ydaM/gene=ydeH,2,biological_process
GO:0004601,peroxidase activity,5/2521,50/26361,0.527722178858008,0.9765348308666859,0.9504491345118772,gene=yfeX/gene=yghU/gene=ahpC_1/gene=bpoA2/gene=efeN,5,molecular_function
GO:0009117,nucleotide metabolic process,3/2521,29/26361,0.5336254950045161,0.9765348308666859,0.9504491345118772,gene=maf/gene=add2/gene=yqaB,3,biological_process
GO:0015035,protein-disulfide reductase activity,3/2521,29/26361,0.5336254950045161,0.9765348308666859,0.9504491345118772,gene=trxA_3/gene=dsbC/gene=trxC,3,molecular_function
GO:0090563,protein-phosphocysteine-sugar phosphotransferase activity,6/2521,61/26361,0.534327709629811,0.9765348308666859,0.9504491345118772,gene=fruB/gene=malX/gene=treP/gene=fruA_4/gene=mngA_3/gene=ptsG_1,6,molecular_function
GO:0003333,amino acid transmembrane transport,4/2521,40/26361,0.540274370754997,0.9765348308666859,0.9504491345118772,gene=mtr/gene=tnaB/gene=yqeG_2/gene=hisQ,4,biological_process
GO:0008233,peptidase activity,8/2521,83/26361,0.545158927239352,0.9765348308666859,0.9504491345118772,gene=clpY/gene=dapE_2/protein=N(4)-(Beta-N-acetylglucosaminyl)-L-asparaginase/gene=mftE_1/gene=agrB/gene=ltxB/gene=apr/gene=cwlK_3,8,molecular_function
GO:0006777,Mo-molybdopterin cofactor biosynthetic process,6/2521,62/26361,0.550692915584282,0.9765348308666859,0.9504491345118772,gene=moaE1/gene=moaC/gene=mobA_2/gene=moaE2/gene=moaB_2/gene=mobA_3,6,biological_process
GO:0009086,methionine biosynthetic process,6/2521,62/26361,0.550692915584282,0.9765348308666859,0.9504491345118772,gene=mmuM/gene=patB/gene=mgl/gene=metR/gene=metF/gene=folD,6,biological_process
GO:0015627,type II protein secretion system complex,6/2521,62/26361,0.550692915584282,0.9765348308666859,0.9504491345118772,gene=outD_1/gene=epsF_1/gene=gspF/gene=xpsD/gene=comEA/gene=epsE_3,6,cellular_component
GO:0004065,arylsulfatase activity,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=atsA/gene=yjcS,2,molecular_function
GO:0004365,glyceraldehyde-3-phosphate dehydrogenase (NAD+) (phosphorylating) activity,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=gap/gene=gapA2,2,molecular_function
GO:0006740,NADPH regeneration,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=pntA_1/gene=pntB_2,2,biological_process
GO:0009635,response to herbicide,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=psbA3_1/gene=psbA3_2,2,biological_process
GO:0019288,"isopentenyl diphosphate biosynthetic process, methylerythritol 4-phosphate pathway",2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=ispE/gene=ispH1,2,biological_process
GO:0043956,3-hydroxypropionyl-CoA dehydratase activity,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=paaF_5/gene=crt,2,molecular_function
GO:0045272,plasma membrane respiratory chain complex I,2/2521,19/26361,0.554432928333398,0.9765348308666859,0.9504491345118772,gene=fdhF_4/gene=ndhD1,2,cellular_component
GO:0005948,acetolactate synthase complex,3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=ilvI/gene=ilvB_2/gene=alsS,3,cellular_component
GO:0008295,spermidine biosynthetic process,3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=speB/gene=speA/gene=speF_1,3,biological_process
GO:0009450,gamma-aminobutyric acid catabolic process,3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=gabT_1/gene=gabT/gene=davD_2,3,biological_process
GO:0009535,chloroplast thylakoid membrane,3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=psbD1/gene=psbA3_1/gene=psbA3_2,3,cellular_component
GO:0019679,"propionate metabolic process, methylcitrate cycle",3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=prpD/gene=prpD2/gene=acnA,3,biological_process
GO:0045203,integral component of cell outer membrane,3/2521,30/26361,0.5571712503945191,0.9765348308666859,0.9504491345118772,gene=oprD/gene=nanC_3/gene=nanC_2,3,cellular_component
GO:0030976,thiamine pyrophosphate binding,11/2521,116/26361,0.558055208621583,0.9765348308666859,0.9504491345118772,gene=kdc/gene=korB/gene=ilvB1/gene=pox5_1/gene=porC_2/gene=ilvI/gene=sucA/gene=porB/gene=ilvB_2/gene=alsS/gene=budB,11,molecular_function
GO:0015424,ABC-type amino acid transporter activity,4/2521,41/26361,0.560332294061208,0.9765348308666859,0.9504491345118772,gene=tcyC/gene=glnQ_3/gene=glnQ_1/gene=glnQ,4,molecular_function
GO:0003755,peptidyl-prolyl cis-trans isomerase activity,6/2521,63/26361,0.56679136214126,0.9765348308666859,0.9504491345118772,gene=prsA_1/gene=ppiA/gene=cypB/gene=ppiA_2/gene=fkpA_2/gene=fkbP_1,6,molecular_function
GO:0008948,oxaloacetate decarboxylase activity,3/2521,31/26361,0.579986362664501,0.9765348308666859,0.9504491345118772,gene=cfiA/gene=maeA/gene=cfiA_1,3,molecular_function
GO:0008324,cation transmembrane transporter activity,5/2521,53/26361,0.580979229874833,0.9765348308666859,0.9504491345118772,gene=fieF_1/gene=aspT_1/gene=mnhE1/gene=mrpE/gene=ktrA,5,molecular_function
GO:0071973,bacterial-type flagellum-dependent cell motility,5/2521,53/26361,0.580979229874833,0.9765348308666859,0.9504491345118772,gene=flgB/gene=fliE_1/gene=flgJ_1/gene=flgH/gene=flgG_2,5,biological_process
GO:0003978,UDP-glucose 4-epimerase activity,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=lnpD/gene=wbgU,2,molecular_function
GO:0003979,UDP-glucose 6-dehydrogenase activity,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=rkpK/gene=ywqF_1,2,molecular_function
GO:0004792,thiosulfate sulfurtransferase activity,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=sseB/gene=pspE_1,2,molecular_function
GO:0006417,regulation of translation,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=mazF/gene=rplA_1,2,biological_process
GO:0009409,response to cold,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=raiA/gene=blc,2,biological_process
GO:0015144,carbohydrate transmembrane transporter activity,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=sotB/gene=siaT_2,2,molecular_function
GO:0015643,toxic substance binding,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,protein=Antitoxin/gene=imm_1,2,molecular_function
GO:0015803,branched-chain amino acid transport,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=lptB_3/gene=livH_4,2,biological_process
GO:0016614,"oxidoreductase activity, acting on CH-OH group of donors",2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=fdhL_2/gene=alkJ,2,molecular_function
GO:0042450,arginine biosynthetic process via ornithine,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=arcB/gene=gabT,2,biological_process
GO:0042834,peptidoglycan binding,2/2521,20/26361,0.5829001441474039,0.9765348308666859,0.9504491345118772,gene=prkC/gene=lss,2,molecular_function
GO:0016705,"oxidoreductase activity, acting on paired donors, with incorporation or reduction of molecular oxygen",11/2521,119/26361,0.5930403728046489,0.9765348308666859,0.9504491345118772,gene=bluB/gene=fgd1/gene=pksS_1/gene=rutA/gene=fgd2_2/gene=crtL_1/gene=ntaA/gene=ntaA_5/gene=luxB/gene=bioI/gene=limB,11,molecular_function
GO:0031419,cobalamin binding,6/2521,65/26361,0.598118842959168,0.9765348308666859,0.9504491345118772,gene=scpA_3/gene=pduE/gene=metH/gene=hpnR/gene=btuF_4/gene=scpA_2,6,molecular_function
GO:0008199,ferric iron binding,4/2521,43/26361,0.598965814300864,0.9765348308666859,0.9504491345118772,gene=dps2_1/gene=ftnA/gene=cyaY/gene=mrgA,4,molecular_function
GO:0006207,'de novo' pyrimidine nucleobase biosynthetic process,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=pyrB/gene=pyrD/gene=pyrDB,3,biological_process
GO:0006401,RNA catabolic process,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=cshA/gene=yoeB/gene=rnhA,3,biological_process
GO:0015823,phenylalanine transport,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=lptB_3/gene=livH_4/gene=livH,3,biological_process
GO:0016117,carotenoid biosynthetic process,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=crtM/gene=crtL_1/gene=crtN_2,3,biological_process
GO:0031176,"endo-1,4-beta-xylanase activity",3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=xynD_3/gene=xynA1_1/gene=xlnC,3,molecular_function
GO:0071978,bacterial-type flagellum-dependent swarming motility,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=pomA_1/gene=cysL_3/gene=yscN,3,biological_process
GO:1903805,L-valine import across plasma membrane,3/2521,32/26361,0.602042594646581,0.9765348308666859,0.9504491345118772,gene=lptB_3/gene=artM_1/gene=lptB_1,3,biological_process
GO:0050660,flavin adenine dinucleotide binding,43/2521,463/26361,0.6042077317478989,0.9765348308666859,0.9504491345118772,gene=merA_2/gene=nhaP2_2/gene=ahpF/gene=lpdG/protein=Renalase/gene=ilvB1/gene=mmgC_8/gene=mmgC_2/gene=soxC_6/gene=yumC/gene=mmgC_5/gene=pdhD/gene=dus/gene=nhaP2_1/gene=corC/gene=etfA_1/gene=acrC_1/gene=soxC_5/gene=tlyC/gene=soxC_7/gene=ilvI/gene=bbsG_3/gene=tlyC_2/gene=garB/gene=dmdC_2/gene=nasB/gene=fdhL_2/gene=frdA_1/gene=fdhL_1/gene=bbsG/gene=mmgC/gene=paaE/gene=hcnC/gene=soxC/gene=nhaP/gene=ilvB_2/gene=alkJ/gene=alsS/gene=camA_1/gene=gor/gene=trmFO/gene=hapE/gene=cdr,43,molecular_function
GO:0006633,fatty acid biosynthetic process,21/2521,228/26361,0.6053344999506789,0.9765348308666859,0.9504491345118772,gene=fabF_1/gene=fabF/gene=fabG/gene=acsA_2/gene=kasA/gene=fabD/gene=pksJ/gene=accC/gene=ydfG/gene=fabR/gene=fabV/gene=cfiB_1/gene=fabV_1/gene=acpS_1/gene=ppsB_2/gene=fabD_2/gene=ppsE_2/gene=desA3/gene=nemA_2/gene=accC_1/gene=desA1,21,biological_process
GO:0016020,membrane,45/2521,485/26361,0.6082070157893571,0.9765348308666859,0.9504491345118772,gene=ydjZ_1/gene=opuBA_1/gene=fieF_1/gene=fdoH/gene=opuCA_1/gene=tcyP_1/gene=ytpA/gene=norM/gene=fdhF_4/gene=ssuA_8/gene=pdhD/gene=stp_17/gene=lptB_3/gene=opuAA/gene=cydB_2/gene=baeS_2/gene=ssuA_6/gene=oatA_2/gene=ssuA_3/gene=ydhC/gene=fliY_1/gene=nedA_1/gene=lolD_2/gene=cotSA_2/gene=sorA_1/gene=manX_5/gene=ssuA/gene=pflB/gene=ydiN/gene=opuCA_2/gene=bchL/gene=frzCD_1/gene=ifcA_2/gene=sorA/gene=menA/gene=ybjJ/gene=nfr1_1/gene=slt_1/gene=cydA_2/gene=rnfC/gene=cusS_4/gene=gor/gene=lpxL_1/gene=adhE/gene=ifcA,45,cellular_component
GO:0006101,citrate metabolic process,2/2521,21/26361,0.610000023068249,0.9765348308666859,0.9504491345118772,gene=acnA/gene=proP_1,2,biological_process
GO:0008202,steroid metabolic process,2/2521,21/26361,0.610000023068249,0.9765348308666859,0.9504491345118772,gene=baiA1/gene=ptlF,2,biological_process
GO:0043165,Gram-negative-bacterium-type cell outer membrane assembly,2/2521,21/26361,0.610000023068249,0.9765348308666859,0.9504491345118772,gene=bamC/gene=lptD_1,2,biological_process
GO:0052890,"oxidoreductase activity, acting on the CH-CH group of donors, with a flavin as acceptor",2/2521,21/26361,0.610000023068249,0.9765348308666859,0.9504491345118772,gene=dmdC_2/gene=fbiB,2,molecular_function
GO:0045226,extracellular polysaccharide biosynthetic process,5/2521,55/26361,0.614623399344309,0.9765348308666859,0.9504491345118772,gene=ptk/gene=rmlA_1/gene=rffG_1/gene=rfbA/gene=rmlA,5,biological_process
GO:0003729,mRNA binding,4/2521,44/26361,0.617497356987354,0.9765348308666859,0.9504491345118772,gene=acnB/gene=hicA/gene=acnA/gene=yugI,4,molecular_function
GO:0009229,thiamine diphosphate biosynthetic process,4/2521,44/26361,0.617497356987354,0.9765348308666859,0.9504491345118772,gene=ribX_1/gene=thiE_2/gene=thiC_1/gene=hcnC,4,biological_process
GO:0051538,"3 iron, 4 sulfur cluster binding",4/2521,44/26361,0.617497356987354,0.9765348308666859,0.9504491345118772,gene=sdhB/protein=Ferredoxin/gene=hyaA/gene=gltD_1,4,molecular_function
GO:0003918,"DNA topoisomerase type II (double strand cut, ATP-hydrolyzing) activity",3/2521,33/26361,0.623319247856869,0.9765348308666859,0.9504491345118772,gene=parC/gene=gyrA_2/gene=parE,3,molecular_function
GO:0004725,protein tyrosine phosphatase activity,3/2521,33/26361,0.623319247856869,0.9765348308666859,0.9504491345118772,gene=ywle/gene=arsC/gene=iphP,3,molecular_function
GO:0003995,acyl-CoA dehydrogenase activity,5/2521,56/26361,0.630836436209583,0.9765348308666859,0.9504491345118772,gene=mmgC_8/gene=mmgC_2/gene=acrC_1/gene=carC/gene=mmgC,5,molecular_function
GO:0098713,leucine import across plasma membrane,5/2521,56/26361,0.630836436209583,0.9765348308666859,0.9504491345118772,gene=lptB_3/gene=artM_1/gene=livH_4/gene=lptB_1/gene=livH,5,biological_process
GO:0004397,histidine ammonia-lyase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=hutH,1,molecular_function
GO:0004412,homoserine dehydrogenase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=thrA,1,molecular_function
GO:0004473,malate dehydrogenase (decarboxylating) (NADP+) activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=maeA,1,molecular_function
GO:0004520,endodeoxyribonuclease activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=cas1,1,molecular_function
GO:0004549,tRNA-specific ribonuclease activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=wapA_2,1,molecular_function
GO:0004658,propionyl-CoA carboxylase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=accA1_3,1,molecular_function
GO:0004764,shikimate 3-dehydrogenase (NADP+) activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=aroE_2,1,molecular_function
GO:0004794,L-threonine ammonia-lyase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=tdcB_1,1,molecular_function
GO:0006145,purine nucleobase catabolic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=allA_1,1,biological_process
GO:0006821,chloride transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=clcB,1,biological_process
GO:0007623,circadian rhythm,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=qseC_2,1,biological_process
GO:0008811,chloramphenicol O-acetyltransferase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=vat,1,molecular_function
GO:0008825,cyclopropane-fatty-acyl-phospholipid synthase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=cmaA1_1,1,molecular_function
GO:0009093,cysteine catabolic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=decR_2,1,biological_process
GO:0009308,amine metabolic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=tynA_1,1,biological_process
GO:0009375,ferredoxin hydrogenase complex,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=hyaA,1,cellular_component
GO:0009376,HslUV protease complex,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=clpY,1,cellular_component
GO:0015333,peptide:proton symporter activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=dtpA,1,molecular_function
GO:0015655,alanine:sodium symporter activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=alsT,1,molecular_function
GO:0015667,site-specific DNA-methyltransferase (cytosine-N4-specific) activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=rsrIM_2,1,molecular_function
GO:0015675,nickel cation transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=fhuA_3,1,biological_process
GO:0015689,molybdate ion transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=modA,1,biological_process
GO:0015767,lactose transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=setC,1,biological_process
GO:0015802,basic amino acid transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=oprD,1,biological_process
GO:0017009,protein-phycocyanobilin linkage,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=cpeS,1,biological_process
GO:0017150,tRNA dihydrouridine synthase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=dus,1,molecular_function
GO:0018364,peptidyl-glutamine methylation,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=prmC_5,1,biological_process
GO:0019172,glyoxalase III activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=inhA,1,molecular_function
GO:0019491,ectoine biosynthetic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=ectC,1,biological_process
GO:0019854,L-ascorbic acid catabolic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=ulaE,1,biological_process
GO:0030643,cellular phosphate ion homeostasis,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phoU,1,biological_process
GO:0033232,ABC-type D-methionine transporter activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=metN,1,molecular_function
GO:0033387,putrescine biosynthetic process from ornithine,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=speF_1,1,biological_process
GO:0033971,hydroxyisourate hydrolase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=uao_1,1,molecular_function
GO:0036009,protein-glutamine N-methyltransferase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=prmC_5,1,molecular_function
GO:0036104,Kdo2-lipid A biosynthetic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=lpxL_1,1,biological_process
GO:0036376,sodium ion export across plasma membrane,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=panF,1,biological_process
GO:0043115,precorrin-2 dehydrogenase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=cysG_1,1,molecular_function
GO:0044161,host cell cytoplasmic vesicle,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=eis,1,cellular_component
GO:0044550,secondary metabolite biosynthetic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=mbtB_2,1,biological_process
GO:0045936,negative regulation of phosphate metabolic process,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phoU,1,biological_process
GO:0047631,ADP-ribose diphosphatase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=nudF_1,1,molecular_function
GO:0050215,propanediol dehydratase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=pduE,1,molecular_function
GO:0051116,cobaltochelatase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=cobS,1,molecular_function
GO:0051259,protein complex oligomerization,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=argR_2,1,biological_process
GO:0052595,aliphatic-amine oxidase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=tynA_1,1,molecular_function
GO:0052794,exo-alpha-(2->3)-sialidase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=nedA_1,1,molecular_function
GO:0052795,exo-alpha-(2->6)-sialidase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=nedA_1,1,molecular_function
GO:0052796,exo-alpha-(2->8)-sialidase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=nedA_1,1,molecular_function
GO:0061693,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase activity,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phnL,1,molecular_function
GO:0061694,alpha-D-ribose 1-methylphosphonate 5-triphosphate synthase complex,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phnL,1,cellular_component
GO:0070062,extracellular exosome,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=atsA,1,cellular_component
GO:1904176,carbon phosphorus lyase complex,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phnL,1,cellular_component
GO:2000186,negative regulation of phosphate transmembrane transport,1/2521,10/26361,0.63409757963659,0.9765348308666859,0.9504491345118772,gene=phoU,1,biological_process
GO:0016620,"oxidoreductase activity, acting on the aldehyde or oxo group of donors, NAD or NADP as acceptor",4/2521,45/26361,0.635482792999958,0.9765348308666859,0.9504491345118772,gene=gapN/gene=ald_2/gene=paaZ/gene=rocA,4,molecular_function
GO:0003730,mRNA 3'-UTR binding,2/2521,22/26361,0.635733642148056,0.9765348308666859,0.9504491345118772,gene=acnB/gene=acnA,2,molecular_function
